id,created_at,author_id,in_reply_to_user_id,likert_scale_Q1
3624,2025-06-08,3671,,3
911,2025-06-08,1605,,3
2215,2025-06-08,798,,3
976,2025-06-08,889,,1
850,2025-06-08,4036,,3
4613,2025-06-08,3996,,3
3025,2025-06-08,3219,,3
4595,2025-06-08,1359,,5
1683,2025-06-08,1516,,3
776,2025-06-08,2044,,1
4239,2025-06-08,358,,1
3265,2025-06-08,455,836,5
507,2025-06-08,632,,1
4203,2025-06-08,2472,,3
725,2025-06-08,2754,,4
4074,2025-06-08,3103,,1
1521,2025-06-08,2443,,3
652,2025-06-08,3251,,3
103,2025-06-08,3351,3085,4
536,2025-06-08,991,,3
3796,2025-06-08,3667,,3
4673,2025-06-08,3659,,1
4425,2025-06-08,1150,,3
3699,2025-06-08,1663,,1
1437,2025-06-08,2219,,3
301,2025-06-08,3570,,1
1701,2025-06-08,3403,,1
1943,2025-06-08,2943,,1
3114,2025-06-08,1442,,1
4327,2025-06-08,1325,,1
1694,2025-06-08,1663,,5
2045,2025-06-08,910,,1
2141,2025-06-08,490,,4
4108,2025-06-08,1595,,3
1810,2025-06-08,3247,,3
978,2025-06-08,3702,,1
373,2025-06-08,2293,,3
3511,2025-06-08,1303,,3
3838,2025-06-08,3654,,1
1944,2025-06-08,3262,,1
4168,2025-06-08,1850,,5
1652,2025-06-08,210,,1
2679,2025-06-08,2709,,5
238,2025-06-08,3862,,3
4956,2025-06-08,3598,,1
1290,2025-06-08,700,,3
4757,2025-06-08,2501,,3
5122,2025-06-08,1259,,1
3857,2025-06-08,3832,,4
1524,2025-06-08,1136,2526,1
239,2025-06-08,2736,,1
5095,2025-06-08,2887,,3
4013,2025-06-08,629,,3
1964,2025-06-08,3631,,1
1488,2025-06-08,1754,,1
1878,2025-06-08,2621,,3
3496,2025-06-08,2717,,1
1195,2025-06-08,3991,,1
965,2025-06-08,2619,,1
4949,2025-06-08,1754,,1
516,2025-06-08,2372,,1
1073,2025-06-08,1384,,4
5035,2025-06-08,4029,,1
3055,2025-06-08,4126,,4
2423,2025-06-08,537,,5
2681,2025-06-08,2678,,3
2867,2025-06-08,3500,,3
2051,2025-06-08,3156,,1
3285,2025-06-08,3382,,1
2786,2025-06-08,1201,,4
1327,2025-06-08,3226,,1
1809,2025-06-08,2676,,3
3109,2025-06-08,2734,,5
1314,2025-06-08,3312,,5
1211,2025-06-08,619,,1
1581,2025-06-08,830,,3
5065,2025-06-08,749,,3
338,2025-06-08,2881,,5
3759,2025-06-08,2231,,1
1607,2025-06-08,288,,3
971,2025-06-08,258,,5
384,2025-06-08,660,,1
4178,2025-06-08,3739,,3
2522,2025-06-08,3647,,3
2472,2025-06-08,1129,3555,3
3985,2025-06-08,2322,,1
315,2025-06-08,322,,3
4842,2025-06-08,3155,,5
3383,2025-06-08,3052,,3
2067,2025-06-08,398,,3
714,2025-06-08,2408,,3
3607,2025-06-08,4323,,3
941,2025-06-08,1719,,5
4124,2025-06-08,3470,,1
905,2025-06-08,2842,,4
735,2025-06-08,1114,,1
1278,2025-06-08,3060,,1
1942,2025-06-08,324,,3
4756,2025-06-08,1662,,5
4848,2025-06-08,906,3786,4
5046,2025-06-08,3895,,1
3087,2025-06-08,839,,5
847,2025-06-08,596,,1
709,2025-06-08,2588,,3
501,2025-06-08,3401,,1
4908,2025-06-08,2311,,3
2140,2025-06-08,2152,,2
672,2025-06-08,3948,,3
4708,2025-06-08,2471,,1
1532,2025-06-08,3365,,1
5098,2025-06-08,3717,,3
848,2025-06-08,1468,,3
3431,2025-06-08,2188,,1
667,2025-06-08,4154,,1
1504,2025-06-08,541,,1
3886,2025-06-08,4160,,3
4738,2025-06-08,116,,1
2695,2025-06-08,1063,,3
4892,2025-06-08,3380,,1
4982,2025-06-08,2485,,1
191,2025-06-08,3246,,5
2446,2025-06-08,1087,,1
4669,2025-06-09,3526,,4
3843,2025-06-09,1296,,1
1558,2025-06-09,3543,,2
4172,2025-06-09,4130,,3
5137,2025-06-09,2457,,5
3411,2025-06-09,211,3533,1
3836,2025-06-09,4145,,3
3039,2025-06-09,4017,,1
2317,2025-06-09,1038,,5
3174,2025-06-09,1012,,1
4044,2025-06-09,1047,,3
4033,2025-06-09,3130,,5
2614,2025-06-09,3108,,1
1808,2025-06-09,3384,,1
2625,2025-06-09,2886,,5
3451,2025-06-09,4275,,3
1855,2025-06-09,2648,,3
3620,2025-06-09,3721,,3
4806,2025-06-09,1525,,3
2295,2025-06-09,2886,,3
1284,2025-06-09,3213,,1
1484,2025-06-09,2604,,3
3820,2025-06-09,1704,,1
3847,2025-06-09,3238,,1
3972,2025-06-09,196,,1
2319,2025-06-09,3547,,3
219,2025-06-09,517,,3
4364,2025-06-09,2604,,1
962,2025-06-09,2604,,1
4053,2025-06-09,2604,,1
2598,2025-06-09,1318,,1
838,2025-06-09,4216,,5
3116,2025-06-09,2601,,5
4415,2025-06-09,1881,,1
4704,2025-06-09,552,,1
2239,2025-06-09,1776,2510,3
1347,2025-06-09,461,,3
4493,2025-06-09,3172,,5
1206,2025-06-09,2620,,5
3130,2025-06-09,2086,2668,5
1039,2025-06-09,3434,,5
2880,2025-06-09,1929,,5
1803,2025-06-09,4,,1
1238,2025-06-09,3088,,3
4334,2025-06-09,976,,1
461,2025-06-09,2726,,5
4338,2025-06-09,1383,,1
738,2025-06-09,644,,1
2518,2025-06-09,1801,,3
260,2025-06-09,2461,,1
828,2025-06-09,1078,,1
5124,2025-06-09,3628,,5
2511,2025-06-09,2903,,1
3080,2025-06-09,2610,,1
2804,2025-06-09,2786,,1
4614,2025-06-09,1634,,1
3241,2025-06-09,3655,,1
628,2025-06-09,1097,,1
1567,2025-06-09,2730,,5
3513,2025-06-09,18,,1
3576,2025-06-09,3615,,1
4836,2025-06-09,529,,5
3686,2025-06-09,2802,,1
4531,2025-06-09,937,,4
4097,2025-06-09,531,,3
354,2025-06-09,854,,1
3217,2025-06-09,2378,,1
3295,2025-06-09,4354,,1
5000,2025-06-09,978,,3
3816,2025-06-09,2984,,1
4765,2025-06-09,3455,,3
4005,2025-06-09,1968,,1
2039,2025-06-09,1572,,4
2211,2025-06-09,2640,,3
861,2025-06-09,3112,,1
430,2025-06-09,3626,1781,1
900,2025-06-09,1504,,1
3803,2025-06-09,2079,,5
4356,2025-06-09,1481,3762,5
5113,2025-06-09,1496,,3
594,2025-06-09,2046,,3
4142,2025-06-09,3963,,1
3760,2025-06-09,2245,2489,5
3773,2025-06-09,79,,3
4289,2025-06-09,2293,,3
1626,2025-06-09,2434,17,1
2686,2025-06-09,2154,,4
2684,2025-06-09,1032,,3
3614,2025-06-09,1036,,5
3904,2025-06-09,2562,,3
484,2025-06-09,3089,898,5
1970,2025-06-09,479,,5
46,2025-06-09,3691,,3
1212,2025-06-09,1046,2060,4
3340,2025-06-09,1323,,5
4192,2025-06-09,214,,5
865,2025-06-09,3865,,1
685,2025-06-09,3550,,1
312,2025-06-09,3609,,1
1112,2025-06-09,2045,,1
1909,2025-06-09,3593,,3
1939,2025-06-09,111,,1
5085,2025-06-09,1215,836,5
4525,2025-06-09,2885,,3
3583,2025-06-09,3325,,1
4186,2025-06-09,4146,,3
2988,2025-06-09,1962,,1
259,2025-06-09,4039,,1
5001,2025-06-09,1305,,5
3014,2025-06-09,4023,,5
1052,2025-06-09,1215,,3
350,2025-06-09,1162,,4
1346,2025-06-09,2239,,3
2391,2025-06-09,2057,,3
2618,2025-06-09,29,,1
4759,2025-06-09,3898,,3
4919,2025-06-09,779,,3
4543,2025-06-09,501,,5
4084,2025-06-09,1068,,1
930,2025-06-09,1630,,3
1888,2025-06-09,1886,,3
4859,2025-06-09,3029,,3
2735,2025-06-09,4021,,3
2556,2025-06-09,3190,,5
1432,2025-06-09,590,,3
2675,2025-06-09,164,,5
1867,2025-06-09,4274,,5
2941,2025-06-09,2752,,3
113,2025-06-09,3225,,3
4838,2025-06-09,3713,,5
335,2025-06-09,801,,1
3332,2025-06-09,2014,,3
4825,2025-06-09,951,,5
4267,2025-06-09,2613,,1
3543,2025-06-09,3116,,5
955,2025-06-09,3777,,3
2220,2025-06-09,4212,,1
593,2025-06-09,3987,,1
3960,2025-06-09,2070,,1
111,2025-06-09,3,,1
2109,2025-06-09,1253,,1
1805,2025-06-09,757,,5
3911,2025-06-09,1177,,3
2195,2025-06-09,2008,,1
4322,2025-06-09,1599,,1
1116,2025-06-09,2121,,1
2966,2025-06-09,511,,5
400,2025-06-09,4228,,5
165,2025-06-09,965,,5
3222,2025-06-09,3207,,3
1076,2025-06-09,1469,,3
2265,2025-06-09,4042,,5
1360,2025-06-09,873,,1
3175,2025-06-09,657,,1
3372,2025-06-09,1621,,1
4866,2025-06-09,1772,,3
630,2025-06-09,4175,,1
4464,2025-06-09,3023,,3
3718,2025-06-09,2969,,1
1294,2025-06-09,3479,,3
5005,2025-06-09,3531,,1
1344,2025-06-09,2475,,5
2750,2025-06-09,2595,,5
4060,2025-06-09,2113,,1
4678,2025-06-09,779,,1
3041,2025-06-09,2280,,3
1337,2025-06-09,2462,,1
2775,2025-06-09,274,,1
5006,2025-06-09,311,,1
4852,2025-06-09,3306,,3
4416,2025-06-09,792,,1
3889,2025-06-09,176,,1
2986,2025-06-09,3288,,1
553,2025-06-09,1437,,1
3799,2025-06-09,144,,1
4144,2025-06-09,1208,,3
560,2025-06-09,73,,1
3622,2025-06-09,2719,,1
1087,2025-06-09,1379,,1
823,2025-06-09,2582,,5
4135,2025-06-09,2615,,1
2795,2025-06-09,1008,,1
3449,2025-06-09,3282,,1
2733,2025-06-09,3264,,1
4701,2025-06-09,3064,725,3
1983,2025-06-09,4083,,3
4915,2025-06-09,3535,,3
1551,2025-06-09,3688,,1
2947,2025-06-09,3904,,1
3470,2025-06-09,2199,,5
783,2025-06-09,684,,1
3741,2025-06-09,3509,,5
3879,2025-06-09,3449,,1
4284,2025-06-09,1057,3624,5
1477,2025-06-09,3512,,1
4292,2025-06-09,2693,,3
1243,2025-06-09,1467,,3
765,2025-06-09,4119,,1
3214,2025-06-09,2035,,1
3826,2025-06-09,3925,,5
3448,2025-06-09,3299,,3
96,2025-06-09,863,,1
1239,2025-06-09,405,,1
3941,2025-06-09,3683,,5
2800,2025-06-09,2268,,3
1561,2025-06-09,2285,,3
1050,2025-06-09,77,,3
4279,2025-06-09,718,,1
294,2025-06-09,413,4342,4
402,2025-06-09,1528,,3
538,2025-06-09,3301,,1
1033,2025-06-09,1842,,1
551,2025-06-09,3629,,5
443,2025-06-09,2836,,1
4590,2025-06-09,857,,1
409,2025-06-09,3734,,3
3645,2025-06-09,4222,,1
4030,2025-06-09,3992,,3
4181,2025-06-09,3385,,1
5132,2025-06-09,3734,,1
3461,2025-06-09,3734,,1
3676,2025-06-09,4088,,1
4612,2025-06-09,800,,1
892,2025-06-09,3734,,3
4471,2025-06-09,662,,1
4658,2025-06-09,2551,,5
4270,2025-06-09,1346,,1
4978,2025-06-09,2690,,3
742,2025-06-09,4168,,1
4988,2025-06-09,3909,,5
3269,2025-06-09,3319,3249,3
2143,2025-06-09,2559,,1
1193,2025-06-09,4223,,1
3308,2025-06-09,2688,,5
1394,2025-06-09,4266,,1
4342,2025-06-09,1645,,1
359,2025-06-09,2789,,1
2426,2025-06-09,2578,,1
3702,2025-06-09,3575,,5
1850,2025-06-09,273,,5
2207,2025-06-09,2448,,3
3172,2025-06-09,661,,5
3421,2025-06-09,2450,,5
2193,2025-06-10,612,,1
2665,2025-06-10,2050,,1
375,2025-06-10,2255,,1
1029,2025-06-10,971,,3
4440,2025-06-10,2429,,4
798,2025-06-10,598,,5
1364,2025-06-10,2166,,1
1862,2025-06-10,3252,,1
2030,2025-06-10,2149,,1
1476,2025-06-10,4125,,5
3178,2025-06-10,3197,,1
1545,2025-06-10,1515,,1
3548,2025-06-10,3359,,1
1175,2025-06-10,683,,5
4148,2025-06-10,348,,1
4451,2025-06-10,3652,,5
4847,2025-06-10,3432,,5
3481,2025-06-10,1001,,5
70,2025-06-10,524,,5
2353,2025-06-10,895,,1
4860,2025-06-10,2735,,3
2380,2025-06-10,1496,,5
2918,2025-06-10,109,,3
3000,2025-06-10,3938,,3
1924,2025-06-10,3035,,1
5136,2025-06-10,1083,,1
3640,2025-06-10,583,,5
2052,2025-06-10,961,,3
3017,2025-06-10,3960,,3
3982,2025-06-10,1274,,5
4154,2025-06-10,51,,1
2587,2025-06-10,2958,,3
689,2025-06-10,2484,,5
2176,2025-06-10,1621,,5
2742,2025-06-10,1368,,5
81,2025-06-10,1610,,1
3701,2025-06-10,1970,,1
2180,2025-06-10,876,,1
885,2025-06-10,2028,,5
4506,2025-06-10,4098,,5
4656,2025-06-10,3494,,1
218,2025-06-10,3599,,5
1280,2025-06-10,2184,,5
2529,2025-06-10,4212,,1
3151,2025-06-10,2863,,5
4672,2025-06-10,3951,,1
1468,2025-06-10,377,,1
1161,2025-06-10,2584,,1
2243,2025-06-10,1633,,1
863,2025-06-10,1619,,3
4928,2025-06-10,4297,,1
809,2025-06-10,1806,,1
3171,2025-06-10,871,,3
4134,2025-06-10,3872,,5
4631,2025-06-10,2608,,4
401,2025-06-10,2798,,5
3587,2025-06-10,2596,,5
3658,2025-06-10,3977,,5
1814,2025-06-10,549,,1
1150,2025-06-10,534,,3
4645,2025-06-10,2117,,1
2820,2025-06-10,2518,,3
4877,2025-06-10,4086,,1
3691,2025-06-10,696,,1
2743,2025-06-10,2492,,5
4827,2025-06-10,3086,,1
1398,2025-06-10,2043,,3
1729,2025-06-10,2177,,3
2032,2025-06-10,2797,,5
703,2025-06-10,3700,,1
3188,2025-06-10,2195,,3
4615,2025-06-10,2682,,1
2268,2025-06-10,3761,,5
5056,2025-06-10,2458,,5
1705,2025-06-10,4078,425,5
606,2025-06-10,1963,,5
1902,2025-06-10,1505,,1
1966,2025-06-10,2623,,5
2237,2025-06-10,3975,,5
2442,2025-06-10,2010,,5
2747,2025-06-10,303,,1
2949,2025-06-10,3168,,5
3118,2025-06-10,1415,,5
3266,2025-06-10,2020,,5
3695,2025-06-10,2596,,5
3497,2025-06-10,3716,,1
13,2025-06-10,1192,,1
4347,2025-06-10,1413,,5
3981,2025-06-10,2063,,1
1788,2025-06-10,2363,,5
3778,2025-06-10,3078,,1
653,2025-06-10,2893,,5
1813,2025-06-10,2419,,3
421,2025-06-10,3953,,5
728,2025-06-10,87,,1
3094,2025-06-10,4253,,5
1582,2025-06-10,3049,,3
4042,2025-06-10,2382,,1
199,2025-06-10,1032,,3
3271,2025-06-10,2586,,1
23,2025-06-10,2090,,5
3665,2025-06-10,399,,1
4995,2025-06-10,3081,,5
190,2025-06-10,2809,,1
2673,2025-06-10,3673,,3
188,2025-06-10,3677,,1
8,2025-06-10,1721,,5
1511,2025-06-10,4344,,5
1026,2025-06-10,3147,,1
2056,2025-06-10,3743,,5
4302,2025-06-10,201,,4
3926,2025-06-10,3377,,5
1599,2025-06-10,1742,,5
1372,2025-06-10,586,,1
1151,2025-06-10,3067,,5
4375,2025-06-10,3444,,5
2390,2025-06-10,104,,1
284,2025-06-10,1154,,1
2028,2025-06-10,622,,1
3376,2025-06-10,107,,5
2037,2025-06-10,4101,,5
2992,2025-06-10,3794,,5
875,2025-06-10,1861,,1
1405,2025-06-10,2164,,5
1659,2025-06-10,1018,,1
1106,2025-06-10,2760,,5
1676,2025-06-10,3871,,5
3521,2025-06-10,1724,,3
2169,2025-06-10,937,,5
3986,2025-06-10,4197,,1
812,2025-06-10,2627,,5
2038,2025-06-10,3885,,1
2269,2025-06-10,690,,1
5134,2025-06-10,1864,,5
1241,2025-06-10,2782,,5
2846,2025-06-10,3463,,5
2165,2025-06-10,2189,,5
2492,2025-06-10,117,,1
216,2025-06-10,3253,,1
108,2025-06-10,1990,,1
4032,2025-06-10,1782,,3
2838,2025-06-10,119,,1
2626,2025-06-10,2137,,1
455,2025-06-10,1955,,5
3390,2025-06-10,1498,,5
3075,2025-06-10,1492,,5
3423,2025-06-10,645,,5
3298,2025-06-10,82,,5
1198,2025-06-10,216,,5
1251,2025-06-10,951,,5
999,2025-06-10,2163,,5
645,2025-06-10,156,,5
1653,2025-06-10,122,,1
4294,2025-06-10,419,,1
3814,2025-06-10,1095,,3
2777,2025-06-10,3255,,5
2674,2025-06-10,4290,,3
3957,2025-06-10,3950,,1
2428,2025-06-10,1349,,3
3444,2025-06-10,985,,1
1960,2025-06-10,2218,,1
873,2025-06-10,651,,1
4122,2025-06-10,1643,,1
741,2025-06-10,1224,,5
1954,2025-06-10,2083,,2
4992,2025-06-10,3115,,1
205,2025-06-10,3774,,3
2217,2025-06-10,1312,,1
4280,2025-06-10,778,,3
3364,2025-06-10,1809,,5
1619,2025-06-10,1883,,1
187,2025-06-10,530,742,5
3914,2025-06-10,2299,,3
2634,2025-06-10,2120,,1
3173,2025-06-10,3848,,3
1628,2025-06-10,950,,5
193,2025-06-10,452,,3
2897,2025-06-10,1339,,1
4622,2025-06-10,1808,,5
3573,2025-06-10,709,,5
2116,2025-06-10,935,,1
1571,2025-06-10,1724,,1
1822,2025-06-10,2966,,3
2383,2025-06-10,3998,,1
1019,2025-06-10,1512,3386,5
4304,2025-06-10,2856,,1
811,2025-06-10,192,,1
989,2025-06-10,2415,,5
2635,2025-06-10,4108,121,3
2417,2025-06-10,532,,1
3491,2025-06-10,736,,1
2792,2025-06-10,697,,1
923,2025-06-10,3162,,3
4888,2025-06-10,4297,,3
4235,2025-06-10,195,,1
15,2025-06-10,4001,,5
290,2025-06-10,92,,5
4218,2025-06-10,3988,,5
2272,2025-06-10,3281,,5
1903,2025-06-10,4334,3762,3
3186,2025-06-10,1105,,3
3947,2025-06-10,813,,5
1757,2025-06-10,2399,,3
332,2025-06-10,1412,,5
1927,2025-06-10,4051,,5
3344,2025-06-10,1902,,5
2507,2025-06-10,3076,,1
2791,2025-06-10,1178,,5
4501,2025-06-10,1170,,5
740,2025-06-10,1388,,1
3279,2025-06-10,3017,,1
961,2025-06-10,4182,,5
1281,2025-06-10,4155,,5
4297,2025-06-10,861,,1
921,2025-06-10,2442,,5
1911,2025-06-10,332,,5
931,2025-06-10,1607,,1
514,2025-06-10,3581,,5
642,2025-06-10,2557,,5
4997,2025-06-10,2999,,5
1656,2025-06-10,492,,3
3924,2025-06-10,1530,,3
3260,2025-06-10,322,,5
3418,2025-06-10,1803,,3
1435,2025-06-10,4209,,5
1552,2025-06-10,1073,,1
2910,2025-06-10,3342,,5
1156,2025-06-10,4007,,5
2676,2025-06-10,2724,,3
1538,2025-06-10,213,,3
2252,2025-06-10,3479,,1
1363,2025-06-10,2720,,1
521,2025-06-10,3326,,1
5036,2025-06-10,2307,,1
1723,2025-06-10,3817,,5
1323,2025-06-10,450,,5
3358,2025-06-10,952,,5
3505,2025-06-10,2021,,5
1680,2025-06-10,1713,,5
4709,2025-06-10,1793,,5
2017,2025-06-10,3296,,3
3288,2025-06-10,3828,,5
2447,2025-06-10,2661,,1
4234,2025-06-10,3420,,4
55,2025-06-10,4283,,5
3360,2025-06-10,408,,1
2564,2025-06-10,1180,,1
2085,2025-06-10,484,,1
3408,2025-06-10,3042,,1
4312,2025-06-10,3798,,5
2547,2025-06-10,2411,,3
4110,2025-06-10,3507,,5
490,2025-06-10,2136,,1
2608,2025-06-10,1876,,3
3869,2025-06-10,1601,,1
1621,2025-06-10,3431,,1
2334,2025-06-10,1541,,5
2347,2025-06-10,597,,5
265,2025-06-10,281,,3
4918,2025-06-10,3320,,5
1092,2025-06-10,3622,,5
4240,2025-06-10,1175,,5
3680,2025-06-10,779,,1
349,2025-06-10,1690,,5
718,2025-06-10,3875,,3
1844,2025-06-10,1733,,3
1588,2025-06-10,2614,,5
3022,2025-06-10,4013,,3
1339,2025-06-10,544,,1
195,2025-06-10,1755,,1
3120,2025-06-10,3833,,5
805,2025-06-10,1697,,1
2311,2025-06-10,1130,,5
383,2025-06-10,2713,,1
2484,2025-06-10,2040,,5
1994,2025-06-10,825,,2
1564,2025-06-10,360,2489,5
4220,2025-06-10,4307,,5
3453,2025-06-10,4095,,3
2837,2025-06-10,213,,5
3761,2025-06-10,3183,,3
3465,2025-06-10,1065,,3
1890,2025-06-10,1892,,5
1296,2025-06-10,3991,,1
1502,2025-06-10,25,,3
2222,2025-06-10,1235,,5
754,2025-06-10,1366,121,5
1773,2025-06-10,2330,,1
4599,2025-06-10,2312,,5
1614,2025-06-10,1482,,3
5022,2025-06-10,1823,,1
5007,2025-06-10,3189,,5
446,2025-06-10,145,,5
465,2025-06-10,2097,,5
2869,2025-06-10,236,,1
2853,2025-06-10,1153,,5
3396,2025-06-10,282,,3
4651,2025-06-10,2159,,5
79,2025-06-10,3780,,5
826,2025-06-10,3850,,3
2296,2025-06-10,1352,,5
1600,2025-06-10,4308,,3
5110,2025-06-10,3735,,3
576,2025-06-10,805,,1
2615,2025-06-10,1226,,3
1067,2025-06-10,1310,,5
2832,2025-06-10,4074,,3
276,2025-06-10,460,,5
1065,2025-06-10,843,,5
479,2025-06-10,2162,,5
1490,2025-06-10,379,,1
2329,2025-06-10,2331,,1
1604,2025-06-10,2853,,5
1555,2025-06-10,1592,,5
4998,2025-06-10,3564,,3
3557,2025-06-10,958,,5
2346,2025-06-10,2376,,5
2697,2025-06-10,3851,,5
487,2025-06-10,3302,,1
5059,2025-06-10,2866,,1
1732,2025-06-10,363,,5
3728,2025-06-10,783,,1
3424,2025-06-10,2400,,3
4667,2025-06-10,795,,3
5067,2025-06-10,1112,3309,2
1665,2025-06-10,2326,,1
451,2025-06-10,1661,,1
3711,2025-06-10,3478,,5
4316,2025-06-10,2911,,1
3102,2025-06-10,717,,5
5010,2025-06-11,2856,,3
5031,2025-06-11,2449,,5
3685,2025-06-11,148,,5
2157,2025-06-11,3471,,5
2767,2025-06-11,810,,2
952,2025-06-11,1583,1222,1
4733,2025-06-11,39,,1
2001,2025-06-11,677,,5
4824,2025-06-11,2964,,5
2700,2025-06-11,3323,,5
26,2025-06-11,1333,865,5
4954,2025-06-11,4357,,5
364,2025-06-11,3056,,1
1919,2025-06-11,3932,,1
1998,2025-06-11,389,,3
4448,2025-06-11,2548,,3
1990,2025-06-11,3190,,5
4257,2025-06-11,3372,,3
2436,2025-06-11,1633,,5
264,2025-06-11,1698,,5
1174,2025-06-11,3398,,1
3542,2025-06-11,1219,,1
4051,2025-06-11,2793,,1
4959,2025-06-11,4176,,5
4004,2025-06-11,2464,,5
4514,2025-06-11,764,,3
4079,2025-06-11,654,,3
3316,2025-06-11,1149,,3
4209,2025-06-11,3735,,3
5083,2025-06-11,4032,,1
4049,2025-06-11,2873,,5
3074,2025-06-11,543,,5
3201,2025-06-11,995,,5
4236,2025-06-11,593,,5
3258,2025-06-11,3322,,4
2935,2025-06-11,2222,,1
1562,2025-06-11,2265,,2
841,2025-06-11,786,,5
2263,2025-06-11,3767,,1
1494,2025-06-11,879,,5
3333,2025-06-11,782,,3
2902,2025-06-11,3493,,5
2776,2025-06-11,3072,,3
2866,2025-06-11,3671,,5
764,2025-06-11,659,,1
666,2025-06-11,1703,,1
2394,2025-06-11,279,,1
1341,2025-06-11,3038,,1
3325,2025-06-11,208,,5
4597,2025-06-11,1945,,5
2291,2025-06-11,525,,5
898,2025-06-11,309,,5
4301,2025-06-11,4028,,5
2427,2025-06-11,248,,1
3673,2025-06-11,118,,3
4692,2025-06-11,1804,,3
2496,2025-06-11,2476,,3
98,2025-06-11,298,865,3
1889,2025-06-11,1941,,1
2765,2025-06-11,3571,,1
3899,2025-06-11,33,,5
1608,2025-06-11,497,3793,5
1227,2025-06-11,3856,,5
4500,2025-06-11,343,,5
837,2025-06-11,803,,1
912,2025-06-11,588,,5
2672,2025-06-11,878,,3
3782,2025-06-11,3073,,3
3057,2025-06-11,3765,,5
1950,2025-06-11,2995,,3
2508,2025-06-11,3043,,5
1578,2025-06-11,2009,,5
4943,2025-06-11,1207,,5
2691,2025-06-11,3073,,5
2210,2025-06-11,2458,,5
3238,2025-06-11,720,1640,5
4352,2025-06-11,1051,,3
749,2025-06-11,1419,,3
4539,2025-06-11,3592,,5
2714,2025-06-11,3911,,3
3734,2025-06-11,1233,,1
4921,2025-06-11,648,,3
4663,2025-06-11,3592,,5
1501,2025-06-11,3230,,1
4197,2025-06-11,760,,5
4382,2025-06-11,4027,,5
3631,2025-06-11,2037,,2
5040,2025-06-11,157,,5
3127,2025-06-11,2085,,5
3158,2025-06-11,893,,3
16,2025-06-11,554,,2
4116,2025-06-11,674,,1
1101,2025-06-11,568,,1
345,2025-06-11,566,,3
4029,2025-06-11,1347,,5
1746,2025-06-11,2200,,5
4379,2025-06-11,2585,,5
3613,2025-06-11,2878,,5
1001,2025-06-11,3823,,5
4816,2025-06-11,3143,,3
4777,2025-06-11,3511,,1
2588,2025-06-11,480,,5
3028,2025-06-11,1345,,5
141,2025-06-11,1048,,5
1088,2025-06-11,2618,,5
3330,2025-06-11,1598,,5
3311,2025-06-11,859,,1
886,2025-06-11,2978,,3
4747,2025-06-11,22,,5
154,2025-06-11,504,,5
4518,2025-06-11,3965,,1
4517,2025-06-11,1476,,5
4718,2025-06-11,2308,,1
2878,2025-06-11,1771,,3
1973,2025-06-11,3818,,1
4345,2025-06-11,4234,,5
212,2025-06-11,4232,,1
4540,2025-06-11,2614,,5
2573,2025-06-11,4032,,3
1366,2025-06-11,3939,,5
1728,2025-06-11,3311,,5
1489,2025-06-11,2323,,3
3684,2025-06-11,1567,,5
2756,2025-06-11,2481,,5
1004,2025-06-11,3456,,3
4149,2025-06-11,2648,,5
3352,2025-06-11,953,,3
4037,2025-06-11,4151,,3
3001,2025-06-11,2184,,3
3944,2025-06-11,2977,,5
2247,2025-06-11,3173,,2
598,2025-06-11,2068,,5
1361,2025-06-11,1964,,5
1650,2025-06-11,3148,,5
207,2025-06-11,804,,1
1159,2025-06-11,3227,,5
4861,2025-06-11,814,,5
208,2025-06-11,4139,,3
2513,2025-06-11,2532,,5
2147,2025-06-11,3853,,1
835,2025-06-11,2109,,3
1049,2025-06-11,2315,,5
3633,2025-06-11,2958,,3
407,2025-06-11,1612,,3
2475,2025-06-11,127,,5
5097,2025-06-11,3430,,5
2124,2025-06-11,3546,,5
1419,2025-06-11,2168,,3
272,2025-06-11,395,,3
2567,2025-06-11,2156,,3
1622,2025-06-11,3820,,5
2456,2025-06-11,1683,,1
745,2025-06-11,2262,,3
3135,2025-06-11,2380,,3
1612,2025-06-11,204,,3
4783,2025-06-11,3943,,1
2911,2025-06-11,2351,,3
2080,2025-06-11,3391,,1
1704,2025-06-11,343,,3
4579,2025-06-11,2354,,1
3681,2025-06-11,2288,,5
1127,2025-06-11,2374,,5
4136,2025-06-11,1104,,1
3348,2025-06-11,1988,,5
4551,2025-06-11,1846,,1
397,2025-06-11,1494,,3
860,2025-06-11,1675,,3
138,2025-06-11,3268,,3
1054,2025-06-11,1193,,5
1853,2025-06-11,2666,2281,5
1671,2025-06-11,1860,,1
4789,2025-06-11,4330,,5
4755,2025-06-11,1642,,1
671,2025-06-11,506,,1
2184,2025-06-11,623,,5
565,2025-06-11,3009,,5
1471,2025-06-11,1541,,5
4983,2025-06-11,1321,,1
351,2025-06-11,3516,,3
4661,2025-06-11,2162,,5
4682,2025-06-11,3881,,3
3181,2025-06-11,146,,1
1640,2025-06-11,594,,1
5008,2025-06-11,2122,,1
4002,2025-06-11,2013,,1
2441,2025-06-11,2909,,3
4350,2025-06-11,129,,5
3667,2025-06-11,1211,,5
3233,2025-06-11,3169,,1
1947,2025-06-11,3828,,3
2273,2025-06-11,3560,,1
4207,2025-06-11,1926,,5
3639,2025-06-11,1697,,1
4245,2025-06-11,3877,,3
985,2025-06-11,2958,,5
3905,2025-06-11,1299,,1
1720,2025-06-11,2395,,5
2845,2025-06-11,209,,5
