video_id,id,author_id,created_at,likert_scale_Q1,in_reply_to_user_id
167,34771,18536,2025-04-13,1,
167,20265,7084,2025-04-13,1,
167,31308,9703,2025-04-13,1,
167,68243,734,2025-04-13,1,
167,28901,18861,2025-04-13,1,
167,22314,20583,2025-04-13,1,18861
167,67275,15061,2025-04-13,1,
167,1494,6150,2025-04-13,1,
167,45399,11920,2025-04-13,1,
167,37247,16948,2025-04-13,1,
167,48286,20583,2025-04-13,1,16948
167,10749,21184,2025-04-13,1,
167,7524,10847,2025-04-13,1,
167,16266,5943,2025-04-13,1,
167,34048,11355,2025-04-13,3,
167,66067,5943,2025-04-13,1,
167,42708,11355,2025-04-13,1,
167,63372,6684,2025-04-13,1,
167,37370,6684,2025-04-13,1,
167,42036,6684,2025-04-13,1,6684
167,998,11355,2025-04-13,1,
167,54544,4283,2025-04-13,1,
167,19838,4283,2025-04-13,1,
167,40511,11355,2025-04-13,1,
167,24978,22885,2025-04-13,1,
167,57181,6567,2025-04-12,1,
167,52026,243,2025-04-12,1,
167,38107,6271,2025-04-12,1,
167,11383,15566,2025-04-12,1,
167,17914,8593,2025-04-12,1,
167,48269,14631,2025-04-12,1,
167,20378,17454,2025-04-12,1,
167,946,20804,2025-04-12,1,
167,6023,20804,2025-04-12,1,
167,11148,22531,2025-04-12,1,
167,11937,3780,2025-04-12,1,
167,16642,11142,2025-04-12,1,
167,38804,16403,2025-04-12,1,
167,8325,16403,2025-04-12,5,
167,50578,14252,2025-04-12,1,16403
167,69433,12544,2025-04-13,1,16403
167,51080,16403,2025-04-12,1,
167,26344,19188,2025-04-12,1,
167,65428,3780,2025-04-12,1,
167,32563,26833,2025-04-12,1,
167,51887,3780,2025-04-12,1,
167,43418,4012,2025-04-12,1,
167,46467,6996,2025-04-12,1,
167,11627,17225,2025-04-12,1,
167,50253,25019,2025-04-12,1,
167,17196,8296,2025-04-12,1,
167,65240,23157,2025-04-12,1,
167,9944,26650,2025-04-12,1,
167,60491,6776,2025-04-12,3,
167,23424,1527,2025-04-12,1,
167,52035,16320,2025-04-12,1,
167,8440,11858,2025-04-12,1,
167,54747,10522,2025-04-12,3,
167,13084,24958,2025-04-12,1,
167,44630,5735,2025-04-12,1,24958
167,25150,4826,2025-04-12,1,
167,42558,28722,2025-04-12,1,
167,37368,14345,2025-04-12,1,
167,15997,18,2025-04-12,1,
167,8065,5414,2025-04-12,1,
167,55836,27490,2025-04-12,1,
167,22805,25951,2025-04-12,1,
167,42248,22250,2025-04-12,1,
167,70117,226,2025-04-12,1,
167,20460,25194,2025-04-12,1,
167,38140,24045,2025-04-12,1,
167,30191,20405,2025-04-12,3,
167,7786,13047,2025-04-12,1,
167,61701,20476,2025-04-12,1,
167,16012,28974,2025-04-12,1,
167,33724,14926,2025-04-12,1,
167,63,22283,2025-04-12,1,
167,17973,6020,2025-04-12,1,
167,26097,3656,2025-04-12,1,
167,53774,22283,2025-04-12,1,
167,28186,11746,2025-04-12,1,
167,67624,3656,2025-04-12,1,
167,3673,9884,2025-04-12,3,
167,64325,22283,2025-04-12,1,
167,35234,1672,2025-04-12,1,
167,68638,8089,2025-04-12,1,
167,28746,20382,2025-04-12,1,
167,30933,22283,2025-04-12,1,
167,38066,15826,2025-04-12,1,
167,24077,8843,2025-04-12,1,
167,60826,22283,2025-04-12,1,
167,53832,22283,2025-04-12,1,
167,59479,14503,2025-04-12,1,
167,38732,22283,2025-04-12,1,
167,71338,22283,2025-04-12,1,
167,12139,17673,2025-04-12,1,
167,65146,22283,2025-04-12,1,
167,57033,27838,2025-04-12,1,
167,39708,18568,2025-04-12,1,
167,41010,8868,2025-04-12,1,
167,6148,22283,2025-04-12,1,
167,32739,20357,2025-04-12,1,
167,68834,22283,2025-04-12,1,
167,13653,7417,2025-04-12,3,
167,58639,3257,2025-04-12,1,
167,559,22283,2025-04-12,1,
167,43277,6595,2025-04-12,1,
167,27745,7489,2025-04-12,1,
167,58227,22283,2025-04-12,1,
167,6367,22283,2025-04-12,1,
167,60184,24599,2025-04-12,3,
167,39919,1710,2025-04-12,1,
167,8069,2373,2025-04-12,1,
167,32005,20357,2025-04-12,1,
167,49808,22283,2025-04-12,1,
167,12458,15025,2025-04-12,1,
167,64560,25546,2025-04-12,1,
167,21888,18873,2025-04-12,1,
167,51302,22283,2025-04-12,1,
167,26849,15440,2025-04-12,1,
167,55010,22283,2025-04-12,3,
167,49169,22283,2025-04-12,1,
167,12162,6220,2025-04-12,1,
167,46956,20945,2025-04-12,1,
167,22829,17809,2025-04-12,1,
167,63308,11610,2025-04-12,1,
317,45111,14252,2025-04-14,3,
317,18455,26899,2025-04-13,3,
317,29848,25155,2025-04-13,1,
317,67991,19630,2025-04-13,3,
317,68745,1242,2025-04-13,3,
317,66465,22855,2025-04-13,1,
317,24847,2053,2025-04-13,5,
317,63706,27753,2025-04-13,1,
317,67672,15249,2025-04-13,3,
317,64363,6160,2025-04-13,3,
317,16457,2807,2025-04-13,3,
317,45209,22531,2025-04-13,3,
317,59121,22531,2025-04-13,3,
317,21286,21227,2025-04-13,3,
317,16150,15625,2025-04-12,3,
317,36919,5943,2025-04-12,3,
317,59788,5943,2025-04-12,3,
317,1676,435,2025-04-12,1,
317,8063,18814,2025-04-12,3,
317,131,18814,2025-04-12,3,
317,27034,22610,2025-04-12,3,
317,23507,19389,2025-04-12,3,
317,65766,4404,2025-04-12,3,
317,2159,15776,2025-04-12,3,
317,42894,26223,2025-04-12,3,
317,12571,9294,2025-04-12,3,
317,66911,19782,2025-04-12,5,
317,40584,10926,2025-04-12,1,
317,56074,28644,2025-04-12,1,
317,61781,18814,2025-04-12,3,
317,5401,18814,2025-04-12,3,
317,68910,5797,2025-04-12,3,
317,20962,157,2025-04-12,2,
317,46216,719,2025-04-12,3,
317,31849,18814,2025-04-12,1,
317,14042,10951,2025-04-12,3,
317,58346,25935,2025-04-12,3,10951
317,20132,11675,2025-04-12,1,
317,36168,6875,2025-04-12,3,11675
317,61277,16464,2025-04-12,3,
317,48098,3045,2025-04-12,1,
317,71403,9628,2025-04-12,3,
317,61021,23182,2025-04-12,3,
317,32385,6875,2025-04-12,3,23182
317,58065,23182,2025-04-12,3,23182
317,23037,17128,2025-04-12,3,
317,70959,26764,2025-04-12,1,
317,47827,1550,2025-04-12,3,
238,17300,21409,2025-04-13,3,
238,3700,21409,2025-04-13,3,
238,69278,21409,2025-04-13,3,
238,26418,16863,2025-04-13,1,
238,11588,27018,2025-04-13,1,
238,2253,27018,2025-04-13,3,
238,5542,24132,2025-04-13,3,
238,64801,18776,2025-04-13,5,
238,58902,24698,2025-04-13,1,
238,25418,22305,2025-04-13,3,24698
238,441,21677,2025-04-13,1,24698
238,22358,18341,2025-04-13,1,
238,30174,18341,2025-04-13,3,
238,46867,24944,2025-04-13,2,
238,22326,22305,2025-04-13,3,24944
238,42539,21918,2025-04-13,5,
238,53843,2589,2025-04-13,3,
238,68435,10608,2025-04-13,3,
238,13516,15517,2025-04-12,1,
238,20499,24050,2025-04-12,3,
238,23875,24050,2025-04-12,3,
238,67458,10854,2025-04-12,3,
238,3270,12656,2025-04-12,3,
238,64183,12656,2025-04-12,1,
238,59536,16844,2025-04-12,3,
238,5546,22312,2025-04-12,1,
238,21210,10854,2025-04-12,3,
238,34299,17524,2025-04-12,3,
238,55185,22305,2025-04-12,3,17524
238,21830,18395,2025-04-12,1,
238,11912,7357,2025-04-12,1,
238,59820,22288,2025-04-12,1,
238,39283,17524,2025-04-12,3,22288
238,14055,19089,2025-04-13,3,22288
238,21847,8611,2025-04-12,3,
238,67489,26520,2025-04-12,1,
238,50784,26520,2025-04-12,3,
314,50017,15163,2025-04-12,3,
314,31900,16403,2025-04-12,3,15163
314,40245,16403,2025-04-12,5,15163
314,24478,15163,2025-04-13,3,15163
314,37730,16403,2025-04-13,1,15163
314,70607,23517,2025-04-15,1,
314,41703,14149,2025-04-14,4,
314,31482,17950,2025-04-13,3,
314,36821,6677,2025-04-13,3,
314,33592,6677,2025-04-13,3,6677
314,14567,26945,2025-04-13,1,
314,67163,18776,2025-04-13,3,
314,71334,2016,2025-04-13,3,
314,51954,25236,2025-04-13,3,
314,48578,2053,2025-04-13,3,
314,1517,9659,2025-04-13,5,
314,55018,15392,2025-04-13,5,
314,11743,13950,2025-04-13,1,
314,27138,15392,2025-04-15,2,13950
314,28336,368,2025-04-12,3,
314,7879,18991,2025-04-12,3,
314,67481,25215,2025-04-12,4,
314,68322,16403,2025-04-12,3,
314,52899,16325,2025-04-12,1,16403
314,68648,16403,2025-04-12,5,
314,34571,25236,2025-04-12,1,
314,25875,5232,2025-04-12,3,
314,38826,5261,2025-04-12,3,
314,58724,5232,2025-04-12,1,
314,68493,27605,2025-04-12,1,
314,68673,3286,2025-04-12,1,
314,45834,23357,2025-04-12,5,
314,8927,20619,2025-04-12,5,
314,36116,20967,2025-04-12,5,
314,5540,22288,2025-04-13,1,20967
314,66371,5558,2025-04-12,1,
314,38262,21208,2025-04-12,3,
314,46342,5558,2025-04-12,2,
314,63802,21172,2025-04-12,1,
314,1009,4218,2025-04-12,5,21172
314,19246,2467,2025-04-12,3,
314,4522,5409,2025-04-12,5,
314,21751,22288,2025-04-13,1,5409
314,68934,22288,2025-04-13,3,5409
314,41244,20078,2025-04-12,1,
314,59366,18098,2025-04-12,3,20078
314,19492,8477,2025-04-12,3,
314,13381,8477,2025-04-12,2,
314,17758,27816,2025-04-12,1,
314,23974,12666,2025-04-12,3,
314,3140,12666,2025-04-12,3,
314,48195,12263,2025-04-12,1,
314,2077,22935,2025-04-12,1,
314,36862,20773,2025-04-12,1,
314,51288,11928,2025-04-12,3,
314,1567,14801,2025-04-12,1,11928
314,29820,12740,2025-04-12,3,11928
314,67284,16325,2025-04-12,3,11928
314,11451,19478,2025-04-13,1,11928
314,34733,20078,2025-04-12,5,
314,34277,14801,2025-04-12,3,20078
314,6814,10116,2025-04-12,3,20078
314,30161,22424,2025-04-12,3,20078
314,63703,22728,2025-04-12,3,
314,37898,13062,2025-04-12,3,
314,335,14793,2025-04-12,5,
314,25913,14801,2025-04-12,1,14793
314,43817,22288,2025-04-13,1,14793
314,57267,22288,2025-04-13,1,14793
79,70688,2508,2025-04-13,1,
79,45625,10453,2025-04-12,1,
79,7258,13493,2025-04-12,1,
79,46357,25132,2025-04-12,1,
79,7513,10940,2025-04-12,1,
79,28687,10940,2025-04-12,1,
79,3578,21260,2025-04-12,1,
79,43724,25083,2025-04-12,1,
79,70420,16477,2025-04-12,1,
79,31786,29027,2025-04-12,1,
79,6737,25083,2025-04-12,1,29027
79,70325,29027,2025-04-12,1,29027
79,44437,16477,2025-04-12,1,
79,64191,25083,2025-04-12,5,16477
79,55238,16477,2025-04-12,3,
79,45454,16477,2025-04-12,1,
79,18791,16477,2025-04-12,1,
79,23695,10608,2025-04-12,1,
79,22743,2911,2025-04-12,1,
79,14487,23917,2025-04-12,3,
79,10094,24901,2025-04-12,1,
79,4782,12708,2025-04-12,1,
79,41025,4784,2025-04-12,1,
79,41080,25083,2025-04-12,1,4784
79,380,2508,2025-04-13,1,4784
79,3973,8672,2025-04-12,1,
