video_id,id,author_id,created_at,likert_scale_Q1,in_reply_to_user_id
151,48204,9876,2025-04-13,3,8658
151,975,8658,2025-04-11,3,
151,24525,8658,2025-04-11,3,
151,40895,8658,2025-04-11,3,
151,14675,8658,2025-04-11,3,
151,48626,12792,2025-04-11,1,
151,64674,14635,2025-04-11,3,
151,12539,8658,2025-04-11,3,
151,9764,9996,2025-04-11,3,
151,42724,8658,2025-04-11,3,
151,53110,8658,2025-04-11,3,
151,52378,8658,2025-04-11,3,
151,51471,6455,2025-04-11,3,
151,57540,9716,2025-04-11,3,6455
151,29786,8658,2025-04-11,3,
151,62753,9716,2025-04-12,3,8658
151,43830,11459,2025-04-11,3,
151,19256,11459,2025-04-11,3,
151,39206,6418,2025-04-11,3,
151,9354,6077,2025-04-11,3,
151,4098,10136,2025-04-11,3,
151,23991,21322,2025-04-11,1,10136
151,24502,9696,2025-04-11,3,
151,34392,9716,2025-04-12,3,9696
151,56196,9696,2025-04-12,3,9696
151,70445,10136,2025-04-11,3,
151,12938,10785,2025-04-11,3,
151,64950,10136,2025-04-11,3,
151,49095,23045,2025-04-11,3,10136
151,26960,23601,2025-04-11,3,
151,61032,24723,2025-04-11,2,
151,24276,11384,2025-04-11,3,
151,13985,26352,2025-04-11,3,
151,33905,21322,2025-04-11,5,26352
151,24744,16554,2025-04-11,3,
151,4217,19316,2025-04-11,3,
151,14204,10788,2025-04-11,3,
151,11996,10957,2025-04-11,3,
151,69610,10957,2025-04-11,3,
151,12084,6354,2025-04-11,3,
151,56279,3054,2025-04-11,3,
151,63299,23594,2025-04-11,3,
151,47429,21171,2025-04-11,3,
151,58485,12262,2025-04-14,3,21171
151,23346,1092,2025-04-11,3,
151,43416,23447,2025-04-11,3,
151,14022,23447,2025-04-11,3,
151,22391,24904,2025-04-11,3,
151,47538,19750,2025-04-11,3,
151,54129,28728,2025-04-11,3,
151,7992,18727,2025-04-11,3,
151,53857,19249,2025-04-11,3,
151,27824,28728,2025-04-11,3,
151,44885,18727,2025-04-11,1,
151,27460,11499,2025-04-11,1,
151,25846,11499,2025-04-11,3,
151,4344,16086,2025-04-11,3,
151,23708,24865,2025-04-11,4,
151,60722,2245,2025-04-11,3,
151,63026,344,2025-04-11,3,
151,40335,2245,2025-04-11,3,
151,8875,27231,2025-04-11,3,
151,42299,9051,2025-04-11,3,
151,34893,10066,2025-04-11,3,9051
151,33046,29091,2025-04-11,1,
151,19384,6408,2025-04-11,1,
151,28692,25688,2025-04-11,3,
151,9834,18127,2025-04-11,3,
151,70795,26646,2025-04-11,3,
151,67977,16086,2025-04-11,3,26646
151,37297,26646,2025-04-11,3,26646
151,21818,26646,2025-04-11,3,26646
151,5211,23671,2025-04-11,3,
151,59389,29091,2025-04-11,2,
151,4940,29091,2025-04-11,3,
151,50425,23671,2025-04-11,3,
151,40469,29091,2025-04-11,3,
151,57732,29091,2025-04-11,1,
151,65924,12262,2025-04-14,3,29091
151,22523,16457,2025-04-11,3,
151,60907,3083,2025-04-11,3,
151,57669,19568,2025-04-11,3,
151,52053,8947,2025-04-11,1,
151,30483,8947,2025-04-11,1,
151,13159,1227,2025-04-11,3,
151,31475,27569,2025-04-11,1,
151,70422,27569,2025-04-11,3,
151,34284,21322,2025-04-11,3,27569
151,24198,27569,2025-04-11,3,
151,4428,27569,2025-04-11,3,
151,37351,24983,2025-04-11,3,
151,18011,12262,2025-04-11,3,
151,6150,4864,2025-04-11,3,
151,14274,21322,2025-04-11,4,4864
151,52079,3491,2025-04-11,1,
151,30361,364,2025-04-11,3,
151,45621,16086,2025-04-11,1,364
151,37741,10628,2025-04-11,3,364
151,50854,16086,2025-04-11,3,364
151,67000,12262,2025-04-14,3,364
151,10337,28848,2025-04-11,3,
151,70016,4686,2025-04-11,3,
151,58340,15713,2025-04-11,3,
151,59512,10066,2025-04-11,3,15713
151,13632,7446,2025-04-11,3,
151,68207,9876,2025-04-13,3,7446
151,19417,26482,2025-04-11,1,
151,61883,15713,2025-04-11,3,
151,12946,7777,2025-04-11,3,
151,38051,28848,2025-04-11,3,
151,8193,28848,2025-04-11,3,
151,43622,4877,2025-04-11,3,
151,46028,21009,2025-04-11,3,
8,46535,11764,2025-04-14,3,
8,7836,24843,2025-04-14,1,
8,32572,22055,2025-04-13,3,
8,68552,26259,2025-04-12,3,
8,17533,26259,2025-04-12,3,
8,12713,4034,2025-04-12,3,
8,913,23350,2025-04-11,3,
8,55138,23350,2025-04-11,1,
8,4830,23350,2025-04-11,3,
8,40023,27071,2025-04-11,3,
8,28118,11601,2025-04-11,3,
8,15062,24281,2025-04-11,3,
8,14603,19855,2025-04-11,3,
8,39375,19855,2025-04-11,3,
8,28531,25700,2025-04-11,5,
8,58928,10251,2025-04-11,3,
8,28257,5691,2025-04-11,3,
8,59978,5691,2025-04-11,3,
8,65234,5691,2025-04-11,3,
8,28093,5691,2025-04-11,3,
8,28517,5691,2025-04-11,3,
8,43731,5691,2025-04-11,2,
8,46793,7375,2025-04-11,3,
8,25290,28426,2025-04-11,1,
8,43272,5252,2025-04-11,3,
8,63659,5066,2025-04-11,3,
8,41985,7350,2025-04-11,3,
8,66683,7350,2025-04-11,3,
8,14410,6506,2025-04-11,3,7350
8,5553,13399,2025-04-11,3,7350
8,868,27644,2025-04-11,3,7350
8,39591,4034,2025-04-12,3,7350
8,24786,26764,2025-04-11,3,
8,36540,8989,2025-04-11,1,
8,59263,19855,2025-04-11,3,
8,26673,8989,2025-04-11,3,19855
8,29430,8989,2025-04-11,3,
8,29137,1576,2025-04-11,3,8989
8,4463,8989,2025-04-11,3,8989
104,58544,8890,2025-04-15,3,
104,17766,28262,2025-04-14,3,
104,57350,16181,2025-04-14,1,
104,30865,13392,2025-04-14,1,
104,23025,13392,2025-04-14,1,
104,45066,26055,2025-04-14,1,
104,6458,26453,2025-04-13,1,
104,24413,205,2025-04-13,5,
104,34403,21553,2025-04-12,3,
104,38623,17244,2025-04-12,5,
104,15617,2078,2025-04-11,3,
104,10383,13469,2025-04-11,3,
104,36089,11498,2025-04-11,5,
104,1446,14591,2025-04-11,1,
104,9138,11498,2025-04-11,5,14591
104,24793,16649,2025-04-11,3,
104,42151,23225,2025-04-11,3,
104,2786,28384,2025-04-11,1,
104,36513,11945,2025-04-11,3,
104,68619,21541,2025-04-11,3,
104,63188,9872,2025-04-11,1,21541
104,20028,5501,2025-04-11,3,21541
104,2289,12017,2025-04-12,3,21541
104,56094,15954,2025-04-11,1,
41,49794,16631,2025-04-12,3,
41,30342,6138,2025-04-11,2,
41,58538,5166,2025-04-11,1,
41,65166,22585,2025-04-11,3,
41,64276,26215,2025-04-11,1,
41,19720,24640,2025-04-11,3,
41,67785,26215,2025-04-11,1,
41,21748,2612,2025-04-11,1,
41,45047,5166,2025-04-11,3,2612
41,51387,28994,2025-04-11,3,
41,64013,23033,2025-04-11,3,28994
41,5302,5166,2025-04-11,3,28994
41,13398,28994,2025-04-11,3,
41,11869,28994,2025-04-11,2,
41,8705,17668,2025-04-11,2,
41,44020,23033,2025-04-11,2,17668
41,48557,17066,2025-04-11,1,
41,13698,11938,2025-04-11,1,
41,32827,11938,2025-04-11,3,
41,10717,25239,2025-04-11,1,
41,2247,13614,2025-04-11,3,
41,69233,22585,2025-04-11,1,13614
43,18439,19169,2025-04-12,3,
43,4120,26865,2025-04-12,3,
43,24143,26237,2025-04-11,3,
43,38817,1735,2025-04-11,2,
43,44108,1735,2025-04-11,1,
43,54262,1735,2025-04-11,1,
43,23175,1735,2025-04-11,1,
43,21063,16476,2025-04-11,3,
43,28244,26899,2025-04-11,3,
43,14530,22966,2025-04-11,3,
43,10136,22966,2025-04-11,1,
43,54616,21251,2025-04-11,3,
43,60597,11937,2025-04-12,3,21251
43,2096,21251,2025-04-11,1,
43,52501,3642,2025-04-11,3,
43,6484,23676,2025-04-11,1,
43,66181,21907,2025-04-11,5,
43,23445,4122,2025-04-11,3,21907
43,66757,17760,2025-04-11,1,21907
43,41856,27564,2025-04-11,1,21907
43,62028,21907,2025-04-11,3,21907
43,52043,21907,2025-04-11,3,21907
43,61975,28735,2025-04-11,3,
43,61432,6565,2025-04-11,3,
43,2042,6565,2025-04-11,3,
43,8623,6565,2025-04-11,1,
43,13426,6565,2025-04-11,3,
43,9342,11937,2025-04-12,3,6565
43,40458,6565,2025-04-11,1,
66,7238,18598,2025-04-15,5,
66,69537,8250,2025-04-15,1,
66,40811,22272,2025-04-15,1,
66,32809,22305,2025-04-15,3,22272
66,61554,27715,2025-04-14,1,
66,57120,26459,2025-04-14,1,
66,41666,22305,2025-04-14,3,26459
66,38307,27563,2025-04-14,1,
66,27935,20403,2025-04-14,1,
66,6566,26260,2025-04-14,1,
66,48985,26083,2025-04-14,1,
66,69308,20798,2025-04-15,1,26083
66,60509,3963,2025-04-14,1,
66,45791,9565,2025-04-14,1,
66,36988,4159,2025-04-14,1,
66,69172,25236,2025-04-14,1,
66,41471,536,2025-04-14,1,
66,45325,11713,2025-04-14,1,
66,28064,22305,2025-04-14,3,11713
66,14252,445,2025-04-13,1,
66,14456,24731,2025-04-13,1,
66,31093,24731,2025-04-13,1,
66,6306,23269,2025-04-13,5,
66,10892,23713,2025-04-13,1,
66,43843,22122,2025-04-12,1,
66,26279,17524,2025-04-12,5,
66,52901,5867,2025-04-12,1,
66,37888,301,2025-04-12,1,
66,61278,25554,2025-04-12,1,
66,42327,16172,2025-04-12,1,
66,60490,22305,2025-04-12,3,16172
66,18029,24372,2025-04-12,5,
66,24228,26694,2025-04-12,1,
66,62524,22305,2025-04-12,3,26694
66,15286,25832,2025-04-11,1,
66,63512,1007,2025-04-11,1,
66,10516,27256,2025-04-11,1,
66,45569,4351,2025-04-11,1,
66,42574,26959,2025-04-11,1,
66,60531,4146,2025-04-11,1,
66,33540,27344,2025-04-11,1,
66,38725,4146,2025-04-11,1,
66,43729,16893,2025-04-12,1,4146
66,60359,8250,2025-04-15,1,4146
66,24521,2365,2025-04-11,1,
66,12940,9982,2025-04-11,1,
66,542,14171,2025-04-11,1,
66,65758,25121,2025-04-11,5,
66,52175,11577,2025-04-11,1,
66,46800,14171,2025-04-11,1,
66,66230,17090,2025-04-11,5,
66,6655,24131,2025-04-11,1,
66,40506,18430,2025-04-11,1,
66,67827,14936,2025-04-11,1,
66,7759,435,2025-04-11,1,
66,47913,21616,2025-04-11,1,
66,37473,4924,2025-04-11,1,
66,26840,3062,2025-04-11,1,
66,32862,4899,2025-04-11,1,
66,42313,3062,2025-04-11,1,
66,46563,21927,2025-04-11,1,
66,30380,13798,2025-04-11,1,
66,50159,8240,2025-04-11,1,
66,5172,18411,2025-04-11,1,
66,37027,2053,2025-04-11,1,
66,16123,21425,2025-04-11,3,
66,22943,18411,2025-04-11,1,
66,25616,19152,2025-04-11,1,
66,40790,6205,2025-04-11,1,
66,55471,2053,2025-04-11,1,
66,20044,24296,2025-04-11,1,
66,2103,15984,2025-04-11,1,24296
66,57961,1902,2025-04-11,1,
66,66949,7618,2025-04-11,1,
66,8673,18484,2025-04-11,1,
66,57537,2053,2025-04-11,3,
66,30991,18484,2025-04-11,1,
66,32789,18484,2025-04-11,1,
66,16778,27429,2025-04-11,1,
66,5600,27429,2025-04-11,1,27429
66,23656,18484,2025-04-11,2,
66,57447,16172,2025-04-12,1,18484
66,36611,27429,2025-04-11,1,
66,43851,21162,2025-04-11,5,
66,65930,9638,2025-04-11,1,
66,66701,2053,2025-04-11,1,
66,66847,5159,2025-04-11,1,
66,63107,27727,2025-04-11,1,
66,63577,9637,2025-04-11,1,
66,3651,27727,2025-04-11,1,
66,25787,29001,2025-04-11,1,
66,60522,10234,2025-04-11,1,
66,46730,2053,2025-04-11,1,
66,16788,10054,2025-04-11,1,
66,46621,10054,2025-04-11,1,
66,20765,10054,2025-04-11,1,
66,18116,16381,2025-04-11,1,
66,23383,2053,2025-04-11,1,
66,16368,10054,2025-04-11,5,
66,39495,2053,2025-04-11,5,
66,32262,2053,2025-04-11,1,
66,53618,3229,2025-04-11,1,
66,44396,4146,2025-04-11,1,
66,11904,3229,2025-04-11,1,
66,9682,4069,2025-04-11,1,
66,18782,7192,2025-04-11,1,
66,171,7147,2025-04-11,1,
66,15891,3364,2025-04-11,1,
66,48509,17990,2025-04-12,1,3364
66,50807,26459,2025-04-14,1,3364
66,1777,9988,2025-04-11,1,
66,43701,11109,2025-04-11,1,
66,8932,29001,2025-04-11,1,11109
66,38243,2053,2025-04-11,1,11109
66,7627,20798,2025-04-15,1,11109
66,64667,6299,2025-04-11,5,
66,20686,6299,2025-04-11,3,
66,7230,6299,2025-04-11,1,
66,50999,3864,2025-04-11,1,
66,66258,8080,2025-04-11,5,
66,11401,24712,2025-04-11,1,
66,30350,10808,2025-04-11,1,
66,48664,27306,2025-04-11,1,
66,70368,24050,2025-04-11,3,
66,63090,29001,2025-04-11,1,24050
66,27677,2921,2025-04-11,1,
66,64464,2921,2025-04-11,1,
66,11021,22519,2025-04-11,1,2921
66,28383,28101,2025-04-11,1,2921
66,14551,17990,2025-04-12,1,2921
66,71491,16893,2025-04-12,1,2921
66,49693,18304,2025-04-13,1,2921
66,28856,8377,2025-04-11,1,
66,18288,9127,2025-04-11,1,
66,52548,3719,2025-04-11,1,
66,2812,19089,2025-04-11,1,3719
66,64106,3719,2025-04-11,1,
66,26939,3719,2025-04-11,1,
66,52162,3719,2025-04-11,1,
66,47661,3719,2025-04-11,1,
66,15948,3719,2025-04-11,1,
66,17886,3719,2025-04-11,1,
66,48081,4310,2025-04-11,3,
146,48886,11836,2025-04-14,1,
146,15776,7481,2025-04-14,2,
146,20734,154,2025-04-14,2,
146,25419,154,2025-04-14,3,
146,61693,154,2025-04-14,3,
146,62496,6332,2025-04-14,1,
146,19356,23580,2025-04-14,3,
146,8151,173,2025-04-13,1,
146,17532,8939,2025-04-12,2,
146,17683,26534,2025-04-12,3,
146,13067,14364,2025-04-12,3,
146,9686,16960,2025-04-12,3,
146,63769,16960,2025-04-12,3,
146,45242,16960,2025-04-12,3,
146,34746,16960,2025-04-12,1,
146,64323,690,2025-04-12,2,
146,64222,16960,2025-04-12,3,
146,71325,690,2025-04-12,1,
146,17186,19190,2025-04-12,3,
146,69560,27348,2025-04-12,3,
146,23910,27348,2025-04-11,3,
146,10113,24300,2025-04-11,3,
146,34200,27084,2025-04-11,3,
146,740,7183,2025-04-11,3,
146,24492,24966,2025-04-11,1,
146,26627,27477,2025-04-11,3,
146,30923,28530,2025-04-11,4,27477
146,47442,2535,2025-04-11,1,
146,49679,690,2025-04-11,3,2535
146,21430,27348,2025-04-11,4,2535
146,43240,10264,2025-04-11,1,
146,58981,10264,2025-04-11,3,
146,28920,10264,2025-04-11,1,
146,30887,19922,2025-04-11,1,
146,30218,690,2025-04-11,3,19922
146,20402,25029,2025-04-14,3,19922
146,48364,690,2025-04-14,3,19922
146,54895,13249,2025-04-11,3,
146,63110,15178,2025-04-11,3,
146,32508,16715,2025-04-11,3,
146,51315,4151,2025-04-11,1,
146,11335,18843,2025-04-11,1,
146,7550,690,2025-04-11,3,18843
146,30941,18843,2025-04-11,3,18843
146,44996,690,2025-04-11,3,18843
146,67495,18843,2025-04-11,3,18843
146,68406,690,2025-04-11,3,18843
146,21208,26896,2025-04-11,1,
146,26162,21834,2025-04-11,1,
146,38995,7858,2025-04-11,1,
146,27420,23834,2025-04-11,5,
146,3923,10264,2025-04-11,3,
146,42550,8684,2025-04-11,3,
146,60021,25498,2025-04-11,3,
146,9896,22693,2025-04-11,2,
146,19638,10264,2025-04-11,3,
146,44837,26534,2025-04-11,3,
146,8763,26534,2025-04-11,3,
146,18531,28744,2025-04-11,3,
146,20996,13893,2025-04-11,3,
146,41236,25202,2025-04-11,3,13893
146,41193,5652,2025-04-11,3,
146,13027,28334,2025-04-11,3,5652
146,40361,17918,2025-04-11,3,
146,25417,10625,2025-04-11,3,17918
146,12384,17918,2025-04-11,3,17918
146,18611,21197,2025-04-11,3,17918
146,50937,18318,2025-04-11,3,17918
146,58537,3,2025-04-11,3,17918
146,6523,20508,2025-04-11,3,
146,12814,20791,2025-04-11,1,20508
146,38038,20508,2025-04-11,3,
146,12628,13320,2025-04-11,1,
146,68128,10966,2025-04-11,2,
146,37836,22693,2025-04-11,3,10966
146,34009,712,2025-04-11,3,10966
146,20702,25202,2025-04-11,3,10966
146,54313,28141,2025-04-11,3,
146,26161,20791,2025-04-11,3,28141
146,64125,26534,2025-04-11,3,
146,47168,3241,2025-04-11,3,26534
146,65538,17350,2025-04-11,3,
146,22467,2612,2025-04-11,3,17350
146,25592,690,2025-04-11,2,17350
146,949,25202,2025-04-11,3,17350
146,17565,5907,2025-04-11,3,
146,36423,22572,2025-04-11,3,5907
146,42508,18176,2025-04-11,3,
146,1902,28334,2025-04-11,3,18176
146,32933,26534,2025-04-12,3,18176
146,60554,14876,2025-04-10,5,
146,20098,16644,2025-04-11,3,14876
146,57024,26689,2025-04-11,3,14876
146,50464,8968,2025-04-11,1,14876
146,5468,2612,2025-04-11,3,14876
146,3818,690,2025-04-11,3,14876
146,28097,7849,2025-04-10,1,
146,23390,26120,2025-04-11,3,7849
146,52510,16644,2025-04-11,3,7849
146,16480,4822,2025-04-11,3,7849
146,15807,18307,2025-04-10,3,
35,7287,28074,2025-04-13,5,
35,61318,4270,2025-04-11,5,
35,42656,24140,2025-04-11,3,
35,1221,24140,2025-04-11,3,
35,5638,15790,2025-04-11,2,
35,30955,15790,2025-04-11,2,
35,45850,11503,2025-04-11,1,
35,9180,22068,2025-04-11,3,
35,58722,5487,2025-04-11,1,
35,65143,16202,2025-04-11,1,
35,6621,12172,2025-04-11,1,
35,45990,2962,2025-04-11,3,
35,47426,6260,2025-04-11,2,
35,47746,6260,2025-04-11,1,
35,12550,18877,2025-04-11,3,
35,44538,10183,2025-04-11,3,
35,54237,10183,2025-04-11,3,
35,24189,18877,2025-04-11,3,
35,32831,23141,2025-04-11,3,
35,16483,23141,2025-04-11,3,
35,53787,23141,2025-04-11,3,
35,45601,18063,2025-04-11,1,
35,5068,18164,2025-04-11,3,
35,54645,18164,2025-04-11,3,18164
35,1314,18164,2025-04-11,3,18164
35,53297,18164,2025-04-11,3,
35,57103,18164,2025-04-11,3,
35,9490,18779,2025-04-11,3,
35,32327,16202,2025-04-11,3,18779
35,19761,3441,2025-04-11,2,
35,44896,10183,2025-04-11,1,
284,44302,16403,2025-04-13,5,
284,44872,11737,2025-04-12,3,
284,44908,28268,2025-04-12,1,
284,42544,25554,2025-04-12,1,
284,51524,16403,2025-04-11,3,
284,3623,16403,2025-04-11,5,
284,59404,8442,2025-04-11,1,
284,16934,657,2025-04-11,3,
284,51068,990,2025-04-11,3,
284,16492,21117,2025-04-11,3,
284,25682,20403,2025-04-11,3,
284,45779,20403,2025-04-11,1,
284,30660,20403,2025-04-11,3,
284,10557,17706,2025-04-11,1,
284,9611,25225,2025-04-11,1,
284,34546,19926,2025-04-11,3,
284,14474,8335,2025-04-11,3,
284,48468,27695,2025-04-11,1,
284,34872,8335,2025-04-11,3,27695
284,28288,8335,2025-04-11,3,27695
284,28371,8078,2025-04-11,3,
284,14059,8078,2025-04-11,1,
284,31983,5525,2025-04-11,1,
284,37132,25225,2025-04-11,3,5525
284,38261,8078,2025-04-11,1,
284,51717,657,2025-04-11,3,
284,17795,657,2025-04-11,1,
284,34699,17006,2025-04-11,3,
284,22318,5853,2025-04-11,3,
284,9791,24866,2025-04-11,1,
284,55042,14252,2025-04-11,3,24866
284,16400,657,2025-04-11,3,
284,25402,5853,2025-04-11,3,
284,16299,4411,2025-04-11,3,
284,59499,11582,2025-04-11,3,
284,19542,11582,2025-04-11,3,
284,294,3001,2025-04-11,1,
284,6065,20545,2025-04-11,3,
284,59635,20545,2025-04-11,3,
284,36791,20332,2025-04-11,1,
284,44825,6875,2025-04-11,3,20332
284,39396,20545,2025-04-11,1,
284,39446,6875,2025-04-11,5,20545
284,16338,25035,2025-04-11,1,
284,33290,5299,2025-04-11,3,
284,64428,16375,2025-04-11,2,
284,11253,9858,2025-04-11,1,
284,53700,20357,2025-04-11,1,
284,34397,17318,2025-04-11,3,20357
284,59252,12326,2025-04-11,3,
284,10867,19581,2025-04-11,3,
284,44343,12326,2025-04-11,3,
284,61571,12326,2025-04-11,3,
284,48107,6635,2025-04-11,3,
284,23026,25012,2025-04-11,3,
284,51695,25892,2025-04-10,3,
284,28280,17318,2025-04-11,3,25892
284,4663,27318,2025-04-10,3,
284,26496,17706,2025-04-11,3,27318
284,10680,19134,2025-04-10,1,
284,60374,27588,2025-04-10,1,
284,69842,26642,2025-04-11,3,27588
206,2654,23124,2025-04-11,3,
206,52507,28241,2025-04-11,3,
206,64854,29033,2025-04-11,3,
206,34828,29033,2025-04-11,1,
206,36142,13320,2025-04-11,1,
206,31180,7836,2025-04-11,1,
206,43639,10869,2025-04-11,3,
206,3406,10869,2025-04-11,3,
206,8871,10869,2025-04-11,1,
206,48486,25659,2025-04-11,3,
206,64541,8010,2025-04-11,3,
206,15353,10869,2025-04-11,3,
206,30884,12800,2025-04-11,3,
206,57831,27273,2025-04-11,3,
206,13246,20068,2025-04-11,1,
206,28907,5958,2025-04-11,3,
206,56644,5958,2025-04-11,3,5958
206,233,954,2025-04-11,1,
206,1384,17685,2025-04-11,1,
206,70995,5744,2025-04-11,3,
205,34038,19396,2025-04-11,1,
205,7241,22091,2025-04-11,1,
205,27196,8989,2025-04-11,3,
205,21932,23235,2025-04-11,2,
205,61362,9753,2025-04-11,1,
205,27083,24846,2025-04-11,2,
205,8070,15805,2025-04-11,3,
205,45999,8080,2025-04-11,1,
205,2258,22171,2025-04-11,3,
205,53562,18657,2025-04-11,1,
205,57798,25776,2025-04-11,5,
205,24007,4702,2025-04-11,5,25776
205,70058,22557,2025-04-11,1,
205,6890,4416,2025-04-11,3,
205,15385,26627,2025-04-11,1,
205,54868,16105,2025-04-11,1,
205,44976,27292,2025-04-11,1,
205,19783,15617,2025-04-11,3,
205,63462,5508,2025-04-11,1,
205,36501,1131,2025-04-11,2,
205,9579,942,2025-04-11,1,
205,18062,7346,2025-04-11,1,
205,17388,9328,2025-04-11,3,
205,29501,6669,2025-04-11,1,
205,44874,21172,2025-04-11,5,
318,1297,6555,2025-04-15,3,
318,55492,13282,2025-04-15,3,
318,39372,6443,2025-04-15,3,
318,43938,24017,2025-04-15,3,
318,28083,17117,2025-04-14,3,
318,43558,23859,2025-04-14,3,
318,45537,14202,2025-04-14,1,
318,68469,26291,2025-04-14,1,
318,20802,4475,2025-04-14,1,
318,11327,10737,2025-04-14,3,
318,18651,12659,2025-04-14,1,
318,48230,29023,2025-04-14,3,
318,4253,27073,2025-04-14,3,
318,60129,27073,2025-04-14,1,
318,4685,11776,2025-04-14,4,
318,52030,4441,2025-04-14,5,
318,67874,15347,2025-04-14,1,
318,25965,26785,2025-04-14,1,
318,26017,28133,2025-04-14,3,
318,31740,28133,2025-04-14,3,
318,62057,28133,2025-04-14,3,
318,11604,23566,2025-04-14,1,
318,63381,6941,2025-04-14,3,
318,21408,1552,2025-04-14,5,
318,37121,28268,2025-04-14,1,
318,5374,16705,2025-04-14,1,
318,20296,28987,2025-04-13,3,
318,20464,17694,2025-04-13,3,
318,62544,5594,2025-04-13,3,
318,30458,8339,2025-04-13,1,
318,244,13668,2025-04-13,1,
318,24246,17554,2025-04-13,3,
318,23837,26723,2025-04-13,3,
318,19777,27219,2025-04-13,1,
318,54591,5505,2025-04-13,1,
318,26403,16149,2025-04-13,3,
318,63095,20267,2025-04-13,1,
318,40052,15265,2025-04-13,3,
318,21875,19177,2025-04-13,1,
318,48243,529,2025-04-13,1,
318,50878,25080,2025-04-13,1,
318,19232,28198,2025-04-13,4,
318,42119,9485,2025-04-13,1,
318,33453,4957,2025-04-13,3,
318,23250,25353,2025-04-13,1,
318,33357,20856,2025-04-13,5,
318,14593,18578,2025-04-13,3,
318,29008,18359,2025-04-13,1,
318,4626,18359,2025-04-13,3,18359
318,27241,16216,2025-04-13,1,
318,50369,27944,2025-04-13,3,
318,17059,10916,2025-04-13,3,
318,44431,9465,2025-04-13,2,
318,33195,9465,2025-04-13,3,9465
318,10288,26160,2025-04-13,1,
318,36969,18958,2025-04-13,1,
318,18952,1388,2025-04-13,3,
318,9296,26231,2025-04-13,3,
318,15947,28723,2025-04-12,3,
318,44821,21230,2025-04-12,1,
318,37570,17311,2025-04-12,1,
318,7384,14348,2025-04-12,1,
318,26059,18871,2025-04-12,1,
318,34822,18210,2025-04-12,3,
318,70992,13762,2025-04-12,1,
318,28792,9330,2025-04-12,3,
318,65688,24436,2025-04-12,1,
318,31997,25174,2025-04-12,2,
318,59049,25174,2025-04-12,1,
318,38456,928,2025-04-12,3,
318,17354,928,2025-04-12,3,
318,8389,5901,2025-04-12,3,
318,21061,21070,2025-04-12,3,
318,2220,16011,2025-04-12,3,
318,44981,16011,2025-04-12,1,
318,66760,3163,2025-04-12,3,
318,36206,16011,2025-04-12,1,
318,12958,819,2025-04-12,1,
318,7682,3163,2025-04-12,1,
318,59588,13820,2025-04-12,3,
318,18482,4975,2025-04-12,1,
318,68398,18507,2025-04-12,1,
318,55107,16492,2025-04-12,1,
318,51437,8696,2025-04-12,1,
318,47514,27572,2025-04-12,3,
318,28452,8042,2025-04-12,1,
318,62281,12872,2025-04-12,3,
318,31100,4673,2025-04-12,1,
318,27863,1052,2025-04-12,3,
318,11606,1052,2025-04-12,1,
318,25868,12451,2025-04-12,1,
318,38081,12451,2025-04-12,3,
318,39367,25773,2025-04-12,3,
318,45384,11371,2025-04-12,1,
318,53234,18340,2025-04-12,3,
318,5941,28361,2025-04-12,1,
318,14722,20838,2025-04-12,1,
318,45661,24062,2025-04-12,1,
318,65634,27364,2025-04-12,5,
318,23589,9554,2025-04-12,1,
318,19717,16945,2025-04-12,1,
318,50895,11607,2025-04-12,3,
318,27396,2439,2025-04-12,1,
318,63138,18966,2025-04-12,1,
318,63601,18966,2025-04-12,1,
318,13126,27842,2025-04-12,3,
318,8051,27842,2025-04-12,3,
318,18702,17769,2025-04-12,3,
318,44125,9446,2025-04-12,3,
318,23318,9446,2025-04-12,3,
318,4504,3984,2025-04-12,3,
318,1177,27470,2025-04-12,3,
318,12760,14984,2025-04-12,3,
318,55518,23811,2025-04-12,3,
318,70743,7771,2025-04-12,2,
318,32690,7771,2025-04-12,3,
318,45085,18184,2025-04-12,3,
318,8855,3304,2025-04-12,3,
318,15856,17069,2025-04-12,3,
318,30164,17069,2025-04-12,3,
318,36311,3304,2025-04-12,1,
318,2639,23042,2025-04-12,3,
318,46145,24481,2025-04-12,3,
318,54522,17069,2025-04-12,3,
318,33304,24481,2025-04-12,3,
318,30472,17069,2025-04-12,3,
318,12700,17069,2025-04-12,3,
318,242,12236,2025-04-12,1,
318,2625,16517,2025-04-12,1,
318,27599,16517,2025-04-12,1,
318,26892,5129,2025-04-12,3,
318,28902,4883,2025-04-12,2,
318,26022,5129,2025-04-12,3,
318,41134,7984,2025-04-12,3,
318,58998,12477,2025-04-12,1,
318,25874,12477,2025-04-12,3,
318,18501,26800,2025-04-12,3,
318,32639,26800,2025-04-12,3,
318,25659,20774,2025-04-12,5,
318,46934,12079,2025-04-12,3,
318,33374,12079,2025-04-12,1,
318,57960,25931,2025-04-12,3,
318,9932,25931,2025-04-12,2,
318,70281,25931,2025-04-12,3,
318,30375,2300,2025-04-12,1,
318,48599,1721,2025-04-12,3,
318,47316,1721,2025-04-12,3,
318,71496,24183,2025-04-12,3,
318,13701,7273,2025-04-12,1,
318,25139,8860,2025-04-12,3,
318,68451,8743,2025-04-12,3,
318,16819,8743,2025-04-12,3,
318,5279,925,2025-04-12,3,
318,66452,16855,2025-04-12,1,
318,25978,25679,2025-04-12,3,
